Word書類の余白が空きすぎてカッコ悪いときに調整する方法【知っ得・虎の巻】	Wordで書類を作ったものの、余白が大きくてカッコ悪く感じることがある。あるいは、数行だけ次のページにはみ出してしまうという場合、余白を調整して1枚に収めてみよう。■知っ得No.274　ページの余白を手早く調整するページの余白を調整するだけで、書類の印象はガラリと変わる。また、数行だけ2ページ目にはみ出している書類なら、余白を狭くすることで、用紙1枚に収めることができる。余白を調整する方法を見てみよう。●余白を狭くして1ページに収める余白の設定は、ページレイアウトから行う。設定方法は、［やや狭い］や［狭い］など感覚的なメニューから選ぶことができる（画面2）。 画面1　A4の用紙で文書を作成。余白が大きく数行はみ出してしまい、見栄えが悪い。  画面2　［ページレイアウト］タブをクリックして切り替え、［ページ設定］の［余白］−［やや狭い］をクリックする。 余白が狭くなり、A4用紙1枚にキレイに収まった（画面3）。なお、［やや狭い］では1枚に収まらなかった場合は、［狭い］を選んでみよう。 画面3　ページの見栄えが変わった。さらに、はみ出した行が、1ページ目に収まった。 数行だけ2ページ目にはみ出している文書より、用紙1枚に収めたほうが見栄えが良くスッキリするし、用紙の節約にもなる。しかし、文字を削って調整するのはけっこう手間がかかるし、どうしても削れない内容もある。そんなときにも、余白を狭くしてページに収まるように調整してみよう。編集部：池田利夫＋大西淳子（ジャムハウス）制作編集：エヌプラスCopyright 2012 livedoor. All rights reserved.■PC便利技が満載！「知っ得！虎の巻」ブログ■の記事をもっとみる・Excelの新規ファイルにムダなシートを作らない・ウェブページのイメージを丸ごと取り込むワザ・Excel表の必要な範囲を手早く確実に選択する・メールに添付する画像サイズを簡単に変更する方法・Wordのちょっとした区切り線をキーボードだけで引くテクニック	it-life-hack
美しさが際立つ新Xperiaが発売へ！ドコモ、Xperia NX SO-02Dが凄い	ドコモは、グローバルフラッグシップモデルにふさわしいシンプルなフォルムのデザインと、透明素材「Floating Prism」をアクセントにした美しさが際立つ4.3インチHD液晶を搭載したスマートフォン「docomo NEXT series Xperia NX SO-02D」を2012年2月24日より発売すると発表した。「Xperia NX SO-02D」は、ハイスペック&エンタテインメント機能が充実したスマートフォンだ。高性能のCPU搭載により、HD動画やグラフィカルなWebサイトなどのリッチなコンテンツをサクサク軽快に閲覧できる。グローバルフラッグシップモデルにふさわしいデザインと美しさが際立つ4.3インチHD液晶を備える。ボディのクリアな“Floating Prism（フローティングプリズム）”は、着信時や操作時にLEDの静かな輝きを放ち、3つのアイコンが浮かび上がる仕様だ。解像感の高い写真撮影、撮影スピードも劇的に進化した高感度カメラであり、有効約1210万画素のソニー製裏面照射型CMOSセンサー“Exmor R for mobile”と、ソニー・エリクソン独自の画像エンジンを搭載した。■「docomo NEXT series Xperia NX SO-02D」製品情報■ドコモ■ドコモに関連した記事をもっと見る・ドコモ7.8mmの有機ELスマホ開発！スリムボディのスマートフォン「docomo NEXT series P-04D」・ついに発売日が決定！ドコモのディズニースマホ「F-08D」の魅力をさぐる・発売前に実機をチェック！ソニー・エリクソン、「Xperia NX SO-02D」を先行展示・ドコモ、4機種の機能バージョンアップを実施Transcend SDHCカード 16GB Class10 永久保証 [フラストレーションフリーパッケージ (FFP)] TS16GSDHC10Eトランセンド・ジャパン販売元：Amazon.co.jpクチコミを見る	it-life-hack
ドコモ7.8mmの有機ELスマホ開発！スリムボディのスマートフォン「docomo NEXT series P-04D」	ドコモは2012年2月20日、防水・防塵に対応し、鮮やかで美しい有機ELディスプレイを搭載したスリムボディスマートフォン「docomo NEXT series P-04D」を開発したことをあきらかにした。「docomo NEXT series P-04D」は、スリムボディのスマートフォンだ。胸ポケットにすっきり収まる薄さ約7．8mm、約103gのスリムで軽量なボディを実現した。この薄さを実現しながら防水・防塵に対応し、約4.3インチの QHD有機ELディスプレイで映像やサイト閲覧も明るく鮮やかに楽しめる。さらに、セキュリティ機能も充実。ビジネスシーンでもプライベートでも活用できるスマートフォンです。■製品情報■ドコモ■ドコモに関連した記事をもっと見る・ついに発売日が決定！ドコモのディズニースマホ「F-08D」の魅力をさぐる・発売前に実機をチェック！ソニー・エリクソン、「Xperia NX SO-02D」を先行展示・ドコモ、4機種の機能バージョンアップを実施・ついに発売日へ！Xi対応の対応防水大画面スマートフォン「MEDIAS LTE N-04D」の魅力Transcend SDHCカード 16GB Class10 永久保証 [フラストレーションフリーパッケージ (FFP)] TS16GSDHC10Eトランセンド・ジャパン販売元：Amazon.co.jpクチコミを見る	it-life-hack
ウェブページのイメージを丸ごと取り込むワザ【知っ得・虎の巻】	会社概要に自社ウェブページのイメージを貼り付けたいとか、ブログページのイメージを丸ごと保存したいということがある。けれど、縦に長いウェブページの画面キャプチャを撮るのは面倒だ。スクロールしながらキャプチャして後でつなぎ合わせるのは手間がかかる。そんなときには、ページ全体をワンクリックでキャプチャできるツールを利用してみよう。■知っ得No.272　SnapCrab for IEでウェブページを丸ごと保存するフェンリル株式会社が無料で提供する「SnapCrab for IE」は、Internet Explorerのアドオンとして動作する。SnapCrab for IEを導入すれば、表示しているウェブページのイメージをワンクリックで取り込めるようになる。・ソフト名：SnapCrab for IE・作成者：フェンリル・入手先：http://www.fenrir-inc.com/jp/snapcrab/plugin.html・対応環境：Windows XP／Vista／7●ワンクリックするだけで保存SnapCrab for IEをインストールすると、Internet Explorerにツールバーが追加される。ここに表示されるアイコンから、各操作を行う。ウェブページのイメージを丸ごと画像にして保存したいなら、［ウェブページ全体をキャプチャ］ボタンをクリックするだけだ（画面1）。これだけで、縦に長いウェブページも丸ごと保存される（画面2）。 画面1　SnapCrab for IEをインストール。ウェブページを表示したら、［ウェブページ全体をキャプチャ］ボタンをクリックする。  画面2　縦に長いウェブページが丸ごと画像として保存された。 ツールバーのボタンは、他にも用意されている。［ウェブページの表示領域をキャプチャ］をクリックすれば、ウィンドウに表示中の領域のみキャプチャできる。［ウェブページの指定範囲をキャプチャ］をクリックすると、マウスで指定した範囲だけキャプチャできる。［設定］ボタンをクリックすると、保存先やファイル名の入力方法も設定可能だ。画像の用途に応じた使い方をしてみよう。編集部：池田利夫＋岡本奈知子（ジャムハウス）制作編集：エヌプラスCopyright 2012 livedoor. All rights reserved.■PC便利技が満載！「知っ得！虎の巻」ブログ■の記事をもっとみる・Excel表の必要な範囲を手早く確実に選択する・メールに添付する画像サイズを簡単に変更する方法・Wordのちょっとした区切り線をキーボードだけで引くテクニック・フォルダーの中身を見られたくないときにエクスプローラーを素早く閉じる・iPhoneのバッテリー状況を正確に把握するには？【エプソン純正インク】インクカートリッジ 6色セット IC6CL50エプソン販売元：Amazon.co.jpクチコミを見る	it-life-hack
今もっとも注目の「Ultrabook」が20台貰えるレビューアー募集！活用サイト「Ultrabooker.jp」がオープン記念	スマートフォンやタブレットに押されているパソコンだが、注目されている製品もある。それが、薄型・軽量で携帯性にも優れている高性能ノートPC「Ultrabook(TM)」だ。薄型ノートPCというと、アップルのMacBook Airをイメージする人もいると思うが、「Ultrabook(TM)」は薄型ノートPCといってもMacBook Airとは異なり、PCメーカー各社が規格に準じて製品を開発、発売される製品である。iPhoneとAndroidの関係にも似ているかもしれない。とはいえ、この「Ultrabook(TM)」、すでに各メーカーから発表・発売もされており、製品毎にどんな特徴があるのかが、わからない人も多いというのが実状だ。また「Ultrabook(TM)」に興味があっても、「Ultrabook(TM)」の活用シーンが思い浮かばない人もいる多い。「Ultrabook(TM)」は、高性能かつ低価格となり、PCに詳しい人には注目されているのだが、何故か専用サイトや情報サイトの乱立もなった。「Ultrabook(TM)」に興味がある人にとっては情報を集めにくい状況がこれまで続いていたわけだが、そうした人に役立つコンテンツがようやくオープンした。ソーシャルレビューコミュニティ「zigsow（ジグソー）」は、タブレット端末キラーともいえる「Ultrabook(TM)」の専門コンテンツ「Ultrabooker.jp」を2012年2月22日よりスタートした。※Ultrabook(TM)は、アメリカ合衆国およびその他の国におけるIntel Corporation の商標です。■「Ultrabooker.jp」って、なに？「Ultrabooker.jp」は、今一番注目のノートPCであるUltrabook(TM)の専門コンテンツだ。各社が発売しているUltrabook(TM)の製品紹介をはじめ、関連製品やおすすめアイテムなども幅広く紹介されるサイトだ。最大の特徴は、ユーザーによる使い勝手や使用感、持ち歩いた感想など、実際に製品を使ったユーザーによる信頼性の高いレビューだ。定期的に更新される特集では、「how to use」をテーマに、個人ユースはもとより企業などの業種や業務に合った利用シーンや活用方法も提案される。ビジネス利用だけでなく、写真撮影やソーシャルネットワークの利用、ゲーム、音楽・動画など、エンタテイメントやモバイルでの便利な使い方なども紹介するというから、Ultrabook(TM)ユーザーにはチェックしておきたいコンテンツと言えるだろう。 Ultrabook(TM)の活用事例がわかる「Ultrabook(TM).jp」 ■Ultrabook(TM)ユーザーになれる大チャンスコストパフォーマンスが非常に高い「Ultrabook(TM)」だが、いざ購入となると決誰しも悩むところだ。そんな人は、この「Ultrabooker.jp」で募集しているレビューアーに応募してみてはいかがだろうか。「Ultrabooker.jp」では、4社各5台（計20台）の「Ultrabook(TM)」のレビューアーを募集しているのだ。レビューアーになれば、実際に使えるだけでなく、使用感や利用シーンなどのレポートと引き替えに製品を無料で貰えるのだ。Ultrabook(TM)ユーザーや、これから「Ultrabook(TM)」が欲しいと考えている人は、Ultrabook(TM)のすべてがわかる新コンテンツ「Ultrabooker.jp」をのぞいてみては如何だろうか。■Ultrabooker.jp■zigsow■【最新口コミ モノ・トレンド zigsow】の記事をもっと見る・USB機器を家族で使える！無線LAN対応USBデバイスサーバー「WN-DS/US」のレビューアーを募集・ネットで気軽にフォトブックの編集注文ができる！「ドリームページ」のレビューアーを30名募集・Macでテレビが見られる！地デジ対応テレビキャプチャー「m2TV」のレビューアーを10名募集・FPSゲームに最適な24型ディスプレイ！「BenQ XL2420T」のレビューアーを募集開始	it-life-hack
周波数の単位に関係あり！Googleロゴが波のアニメの理由	「今日はバレンタインデー！Googleロゴが素敵なドラマを展開」で紹介したように、Googleはたまにトップページのロゴを変える。今、Googleにアクセスすると、トップページのGoogleロゴが変わっているのに気づくだろう。Googleロゴを見ていると、オシロスコープの波形のようなものがアニメーションで表示される。クリックすると、「ハインリヒ ヘルツ」という言葉が検索される。今日（2月22日）は、ハインリヒ・ルドルフ・ヘルツ氏の誕生日だからだ。ハインリヒ・ルドルフ・ヘルツ氏は、ドイツの物理学者だ。マックスウェル氏の電磁気理論をさらに明確化し発展させた。1888年に電磁波の放射の存在を、それを生成・検出する機械の構築によって初めて実証した。彼の名前は、周波数を示すSI単位であるヘルツに採用された。Googleロゴのアニメーションは、周波数の波をあらわしたものだったのだ。興味を持った人は、インターネットで検索してみては如何だろうか。■Google■Googleに関連した記事をもっと見る・今日はバレンタインデー！Googleロゴが素敵なドラマを展開・今日はそういう日だったのか！Googleロゴが屏風である理由・お洒落な雰囲気にビックリ！Googleロゴが英国風である理由・今日はそういう日だったのか！Googleロゴが映画の名場面な理由できるポケット Google スマートに使いこなす基本＆活用ワザ 180 ［グーグルの便利ワザ160 改訂新版］著者：渥美 祐輔インプレスジャパン(2011-09-26)販売元：Amazon.co.jpクチコミを見る	it-life-hack
米テレビ番組がiPhone工場に潜入！【役立つセキュリティ】	「Foxconn」と聞いてピンと来る人はあまりいないかもしれません。同企業は、iPad、iPhone、Kindle、PlayStation 3、Wii、Xbox 360… といった色々な人気端末を製造する企業です。このたび、その企業の工場内部を見学する特別番組が放映され、注目を集めています。これは、米国のニュース番組「Nightline」が、ABCネットワークで今夜、特別番組と銘打ったもので、その中で、「Nightline」の共同アンカーBill Weirが、Foxconnの工場を見学するそうです。同氏による中国の "Apple工場" 訪問は、ひとつには高まる消費者圧力に起因していると見られています。数週間前、「Public Radio International」が制作した「This American Life」が、モノロジストMike Daiseyによる「The agony and the ecstasy of Steve Jobs（スティーブ・ジョブズの苦痛と恍惚）」の一部を放送しました。このストーリー中、Appleの熱狂的ファンを自称するDaiseyは、自分も使用するiPhoneが作られている場所を見るため、中国へ・・・。ここで、話を聞くことができる。「Mr. Daisey and the Apple Factory」の放送後、「change.org」や「sumofus.org」といった社会運動家のグループが "良心的な" iPhoneを作成するようAppleに求める陳情を計画しました。これらのグループは先頃、ニューヨークにあるApple本店に25万以上の署名を提出しているそうです。そして現在、「Foxconn」は「Nikeモーメント」（1990年代のNikeのPRトラブルへの言及）に至り、そのニュース番組「Nightline」の透明性を高めるため、「Nightline」を同社施設へと招くことになったというわけです。…続きを読む■本当に役立つセキュリティの記事をもっとみる・Macの次期OS「Mountain Lion」の真の狙いとは？・ハッカー集団「Anonymous」がFBIの電話会議をリーク・Amazonのクラウドを悪用したFacebook詐欺・ハッカーがポーランド政府を攻撃・ネットを騒がすSOPAってなに？エフセキュア インターネットセキュリティ 2012 3PC 3年版エフセキュア(2011-11-07)販売元：Amazon.co.jpクチコミを見る	it-life-hack
忘れそうになってた！孫社長の格言的な言葉が話題	ソフトバンクグループの代表 孫正義氏は、Twitterを通じて活発な発言をしている。そんな同氏の格言的な発言がネットで話題となっている。それは、突然のつぶやきから始まった。孫社長は、「己の限界は己の考え方が決めてしまうものである。」と、つぶやいた。このつぶやきに対して、下記のコメントが寄せられている。「いつも応援いたします」「そして、考え方って誰に出逢うか。によって変わりますよね。」「今の日本人が気にしなくなってきた事かな。」「そうだなー、考えるのさえ止めてるってのもかっこ悪いぜ。ヒップホップも生きるスタイルなんだ。」「忘れそうになってた。ありがと。 」「ですねぇ。」「その通りだ！自戒を込めて！」「そんなことあるわけない。こういう平和な限界論は、いい加減、止めて欲しい。」「孫正義うーん孫さんの言う通りだな。限界決めずに突っ走るしかない、2，3月はｗ　限界突破」「僕は自分の限界は自分で決めません。自分は無限の可能性があると信じてますから！自分が自分の一番の理解者だから。」「同意」様々な意見が寄せられている。■孫正義 (masason) on Twitter■孫社長に関連した記事をもっと見る・豪快な笑いって大好き！孫社長の人生は楽しい発言が話題・夢を捨てて何の為の人生だ！孫社長の人生論に共感の嵐・好き嫌いはアートなのか！孫社長の格言的な言葉に賛否両論・都心では今後4年で百倍の情報量！孫社長の危機発言がネットで話題・おっしゃる通りです！孫社長 原発事故の危機発言が話題孫正義 奇跡のプレゼン　人を動かす23の法則著者：三木 雄信ソフトバンククリエイティブ(2011-12-01)販売元：Amazon.co.jpクチコミを見る	it-life-hack
Excelの新規ファイルにムダなシートを作らない【知っ得・虎の巻】	Excelの初期設定では、Sheet1〜Sheet3の、3枚のシートが作られる。けれど、見積書や請求書など、ふだん扱う書類では1枚のシートさえあれば済むことが多い。余計なシートを付けたまま提出すると、次のシートにも記述があると思われるかもしれない。けれど、ムダなシートを毎回削除するのは面倒だ。最初から1枚のシートだけ作る設定にしてしまおう。■知っ得No.273　新規ブックのシート数を1枚にするExcelでは、新規ブック（新規ファイル）を開く際に作られるシートの数をあらかじめ決めておくことができる。初期設定のシート数は3枚だが、不要なら1枚にしておこう。●Excelのオプションでシート数を設定設定は、Excelのオプションから行う。［Excelのオプション］ダイアログボックスを開いたら、［基本設定］の［ブックのシート数］を「1」にしておこう（画面1）。 画面1　［ファイル］メニューから［オプション］を開いたら、［基本設定］を選択。［ブックのシート数］を「1」にする。 以降、Excelの起動直後、あるいは新規ファイルの作成時には、シートが1枚ずつしか作られない（画面2）。 画面2　新規ファイルには「Sheet1」のみ表示される。 これで、ムダなシートがあることを気にしたり、削除したりする手間はなくなる。もしシートを追加する必要があるなら、［ワークシートの追加］タブをクリックするか、［Shift］+［F11］キーを押して追加できる。編集部：池田利夫＋岡本奈知子（ジャムハウス）制作編集：エヌプラスCopyright 2012 livedoor. All rights reserved.■PC便利技が満載！「知っ得！虎の巻」ブログ■の記事をもっとみる・ウェブページのイメージを丸ごと取り込むワザ・Excel表の必要な範囲を手早く確実に選択する・メールに添付する画像サイズを簡単に変更する方法・Wordのちょっとした区切り線をキーボードだけで引くテクニック・フォルダーの中身を見られたくないときにエクスプローラーを素早く閉じる	it-life-hack
知らない人は宝の持ち腐れ！隠し機能を利用できる神アプリを解説 - Mac必須アプリ (4)【デジ通】	Macは、ユーザーに対して「使いやすい」ことを徹底して意識して設計されている。そのため、ユーザーが「知る必要がない」（とアップルが判断した）ファイルやフォルダは隠され、標準の設定では見ることができない。機能面に似たようなもので、設定を変えれば使える多くのカスタマイズ機能が、ユーザーからは利用できないようになっている。今回は、たくさんの「隠し機能」を利用するためのソフトを紹介する。■どのようなカスタマイズが可能か「隠し機能」にはどのようなものがあるだろうか。いくつかをあげると、Dock（Macのアプリケーション・ランチャー）のデザインを2Dにする、スクリーンショットファイルの形式を変更する、不可視ファイルを表示する、Finderを終了できるようにするなどだ。「利用できない」と書いたが、実は、これらの「隠し機能」は、コマンド操作で使えるようになっている。OSとしてのMacの中心部分はUNIX互換であり、コマンド操作によって設定ファイルを書き換えることで、カスタマイズができるようになっているのだ。たとえば、不可視ファイルを見えるようにするには、［アプリケーション］の［ユーティリティ］にある［ターミナル」を起動し、「defaults write com.apple.finder AppleShowAllFiles -bool YES」と入力する。このような面倒な文字列入力によらず、簡単にカスタマイズを行うためのソフトがある。■初心者にすすめたい「TinkerTool」お試し的に「隠し機能」を利用したいユーザーには、「TinkerTool」をおすすめする。日本語対応済みのフリーウェアで、最新バージョンは4.71。利用できるようになる機能は、すでにあげたもののほか、フォルダのスクロール矢印の配置変更、なめらかに表示するフォントのポイント数の変更など。アップル製の一部アプリのカスタマイズもでき、iTunesで楽曲へのレート付けに星半分単位を使えるようにする、Safari（Webブラウザ）履歴メニューの表示件数の増減なども可能だ。■「Depper」でもう少しカスタマイズもう一つ紹介する「Depper」もフリーソフトで、最新バージョンは1.4.4。TinkerToolとほぼ同様の機能が使えるほか、ログイン画面の背景変更や特定のメッセージ表示、画面共有のカスタマイズ、検索機能Spotlightのアイコンの非表示、Safariでのキャッシュオフやシングルウインドウモードなどが利用できるなど、TinkerTool以上の機能をもっている。Depperはパスワードを入力しないと起動できないなど、他のユーザーによる勝手な設定変更ができないようにもなっている。それぞれの意味さえ理解できれば、TinkerToolよりも楽しめることだろう。これらのソフトを使うと、Macの「隠し機能」の多さに驚かされる。ちょっとした使いごなしを便利にしてくれる場合もあるので、一度、試してみてほしい。■TinkerTool（英語）■Maintenance / Deeper（英語）大島克彦＠katsuosh［digi2（デジ通）］digi2は「デジタル通」の略です。現在のデジタル機器は使いこなしが難しくなっています。皆さんがデジタル機器の「通」に近づくための情報を、皆さんよりすこし通な執筆陣が提供します。■ITライフハックTwitter■デジ通の記事をもっと見る・プレミアムなUltrabookが登場！ガラスを多用したノートパソコン・高品質なレッツノートの工場！開発現場並みの検査施設・サービス終了後はどうなる！電子書籍は永遠に読めるのか・インテル SSD 520をMacに装着！旧式Macはどれほど高速化するのか (上)【キヤノン純正インク】キャノンインクタンク 5色マルチパック BCI-321+320/5MPキヤノン販売元：Amazon.co.jpクチコミを見る	it-life-hack
高品質なレッツノートの工場！開発現場並みの検査施設【デジ通】	パソコンの開発や工場を見学した経験はそれほど多くないが、どの会社も開発現場には開発に関係の設備が、工場では生産に関係する設備があるが、レッツノートの工場は開発現場並の検査施設などが用意されている。エレクトロニクス製品のほとんどが中国など海外で生産される時代だが、日本でのパソコンを生産している会社はいくつかある。生産と言っても、定義をどうするかで異なってくるが、最終組み立てなども含めると、パナソニックや富士通、日本HP、NECなどが行っている。その中でも、基盤への部品取り付けから行っている会社はパナソニックや富士通などに限られる。今回、レッツノートSX1/NX1の出荷式に合わせて工場を見学したが、レッツノートの工場内には開発現場にあるような品質検査設備が用意され、品質管理も徹底していることがよくわかる。■タフで高品質なレッツノートの工場レッツノートはタフで長時間駆動ながら高性能などの特徴があり、持ち運びなど負荷のかかる環境でも壊れることがほとんど無いと言われている。実際の製品を使ってみても剛性の高さなどは実感できる。これは、単にタフな設計だけでなく、高品質な国内生産から来ていると言われている。一般的に日本製は品質が高いとされているが、品質管理さえしっかりしていれば、どこの国で生産しようが品質自体は変わらないはずだ。しかし、レッツノートの工場には生産には関係無い落下試験や環境試験、電波暗室など、開発現場にあるような設備が工場内に用意されている。生産現場内にこれらの設備があることで、実際に生産した製品のテストもその場で可能になる。通常、電気的な動作確認は製造時に全数検査されるが、実機でのタフ性能の検査もその場できれば生産現場での意識も高くなり、数字には表れない部分でより高品質な生産ができているのだろう。また、主に国内向けに生産しているレッツノートのカスタマイズなどすべて国内で行えるので、より迅速な納期にも対応できるのが国内生産の最大の利点とも言えるだろう。しかし、レッツノートのカスタマイズと言っても、カスタマイズ項目が多いわけでは無い。新しいレッツノートSX1/NX1ではバッテリーやACアダプターなどの選択肢が増えているので、今後のカスタマイズ項目など、さらなるサービス拡充にも期待したい。 熱や湿度などの様々な環境での動作を検証する環境試験(パナソニック提供)  落下試験(パナソニック提供) ■レッツノートSX1上倉賢 @kamikura [digi2(デジ通)] digi2は「デジタル通」の略です。現在のデジタル機器は使いこなしが難しくなっています。皆さんがデジタル機器の「通」に近づくための情報を、皆さんよりすこし通な執筆陣が提供します。■ITライフハックTwitter■デジ通の記事をもっと見る・サービス終了後はどうなる！電子書籍は永遠に読めるのか・インテル SSD 520をMacに装着！旧式Macはどれほど高速化するのか (上)・OSが変わっても使い勝手は同じ！ハイブリッドPCの今後は？・Macのファイル操作がもっと便利に！Finderの機能をアプリで強化 - Mac必須アプリ (3)【キヤノン純正インク】キャノンインクタンク 5色マルチパック BCI-321+320/5MPキヤノン販売元：Amazon.co.jpクチコミを見る	it-life-hack
脳トレしたい人にオススメ！NumberLink – Sudoku style game【iPhoneでチャンスを掴め】	こんな人におすすめ：頭を使うパズルゲームが好きな人、脳トレしたい人こんな時におすすめ：脳トレしたいとき、王道パズルゲームがしたいときアプリ名：NumberLink – Sudoku style gameカテゴリ：ゲーム価格：無料　（ヒント、追加ゲームは有料）ナンバーリンクという王道パズルゲームです。ルールは簡単。１と１、２と２といった具合におなじ数字を結んでいきます。シンプルですが、頭を使い、できたときスッキリするゲームです。最初は無料ですが、追加ゲームやヒントは有料になります。脳トレしたい人におすすめです。基本ルールは、数字を繋げる線が重なってはいけません。又、マスをすべて使わなければなりません。この２つがルールなのですが、シンプルが故に難しく楽しいです。最初はすぐにできそうですね。操作も簡単で、「ERASE」をタッチした後、線をタッチで、消したい線を消して、「UNDO」で一つ前の線を消します。これでレベル１０くらいです。このレベルになると、私には難しかったです…（え、簡単ですか？）アドバイスとしては、逆さまに見て考えてみると答えが見えるときがあります。一度はまると、ずっと楽しめます。久しぶりに王道パズルゲームが楽しめました！■RainbowApps - iPhoneアプリ開発を学ぶなら1000人が受講したEagleが運営する東京校が一番！■成長率 888% 毎日 50万台増える Androidアプリに参入しよう。Androidマスターコース■人気のAngryBirds風アプリやスーパーマリオ風アプリが簡単に作れちゃう。ゲームアプリコース■iPhoneの日米人気アプリランキングをチェックするからRainbowApps■RainbowAppsの記事をもっと読む	it-life-hack
